cohort,batch,i,minp_below_001
HNSC,88,5,320
HNSC,88,6,177
HNSC,88,7,121
HNSC,88,8,159
HNSC,88,9,216
HNSC,89,0,378
HNSC,89,1,169
HNSC,89,2,284
HNSC,89,3,528
HNSC,89,4,82
HNSC,89,5,262
HNSC,89,6,315
HNSC,89,7,216
HNSC,89,8,200
HNSC,89,9,164
HNSC,90,0,61
HNSC,90,1,175
HNSC,90,2,69
HNSC,90,3,105
HNSC,90,4,106
HNSC,90,5,76
HNSC,90,6,904
HNSC,90,7,88
HNSC,90,8,72
HNSC,90,9,205
HNSC,91,0,323
HNSC,91,1,137
HNSC,91,2,112
HNSC,91,3,153
HNSC,91,4,598
HNSC,91,5,206
HNSC,91,6,151
HNSC,91,7,75
HNSC,91,8,128
HNSC,91,9,258
HNSC,92,0,94
HNSC,92,1,125
HNSC,92,2,305
HNSC,92,3,118
HNSC,92,4,134
HNSC,92,5,122
HNSC,92,6,52
HNSC,92,7,236
HNSC,92,8,124
HNSC,92,9,164
HNSC,93,0,595
HNSC,93,1,348
HNSC,93,2,314
HNSC,93,3,197
HNSC,93,4,172
HNSC,93,5,1064
HNSC,93,6,133
HNSC,93,7,124
HNSC,93,8,248
HNSC,93,9,210
HNSC,94,0,279
HNSC,94,1,115
HNSC,94,2,169
HNSC,94,3,242
HNSC,94,4,116
HNSC,94,5,62
HNSC,94,6,128
HNSC,94,7,155
HNSC,94,8,175
HNSC,94,9,156
HNSC,95,0,49
HNSC,95,1,131
HNSC,95,2,94
HNSC,95,3,122
HNSC,95,4,298
HNSC,95,5,97
HNSC,95,6,63
HNSC,95,7,43
HNSC,95,8,180
HNSC,95,9,144
HNSC,96,0,211
HNSC,96,1,73
HNSC,96,2,226
HNSC,96,3,91
HNSC,96,4,409
HNSC,96,5,100
HNSC,96,6,600
HNSC,96,7,142
HNSC,96,8,287
HNSC,96,9,112
HNSC,97,0,150
HNSC,97,1,211
HNSC,97,2,151
HNSC,97,3,354
HNSC,97,4,78
HNSC,97,5,234
HNSC,97,6,236
HNSC,97,7,267
HNSC,97,8,277
HNSC,97,9,124
HNSC,98,0,92
HNSC,98,1,490
HNSC,98,2,58
HNSC,98,3,385
HNSC,98,4,164
HNSC,98,5,43
HNSC,98,6,178
HNSC,98,7,165
HNSC,98,8,212
HNSC,98,9,118
HNSC,99,0,249
HNSC,99,1,140
HNSC,99,2,414
HNSC,99,3,42
HNSC,99,4,78
HNSC,99,5,120
HNSC,99,6,74
HNSC,99,7,199
HNSC,99,8,131
HNSC,99,9,389
HNSC,100,0,164
HNSC,100,1,717
HNSC,100,2,145
HNSC,100,3,370
HNSC,100,4,164
HNSC,100,5,304
HNSC,100,6,427
HNSC,100,7,160
HNSC,100,8,404
HNSC,100,9,75
HNSC,101,0,42
HNSC,101,1,222
HNSC,101,2,113
HNSC,101,3,156
HNSC,101,4,144
HNSC,101,5,56
HNSC,101,6,124
HNSC,101,7,152
HNSC,101,8,136
HNSC,101,9,554
HNSC,102,0,258
HNSC,102,1,543
HNSC,102,2,190
HNSC,102,3,258
HNSC,102,4,123
HNSC,102,5,121
HNSC,102,6,289
HNSC,102,7,334
HNSC,102,8,127
HNSC,102,9,1143
HNSC,103,0,760
HNSC,103,1,61
HNSC,103,2,218
HNSC,103,3,88
HNSC,103,4,92
HNSC,103,5,46
HNSC,103,6,394
HNSC,103,7,62
HNSC,103,8,267
HNSC,103,9,104
HNSC,104,0,366
HNSC,104,1,93
HNSC,104,2,104
HNSC,104,3,49
HNSC,104,4,129
HNSC,104,5,186
HNSC,104,6,280
HNSC,104,7,222
HNSC,104,8,248
HNSC,104,9,70
HNSC,105,0,70
HNSC,105,1,180
HNSC,105,2,135
HNSC,105,3,85
HNSC,105,4,163
HNSC,105,5,149
HNSC,105,6,52
HNSC,105,7,370
HNSC,105,8,404
HNSC,105,9,149
HNSC,106,0,111
HNSC,106,1,49
HNSC,106,2,510
HNSC,106,3,146
HNSC,106,4,278
HNSC,106,5,166
HNSC,106,6,132
HNSC,106,7,99
HNSC,106,8,177
HNSC,106,9,186
HNSC,107,0,555
HNSC,107,1,46
HNSC,107,2,104
HNSC,107,3,66
HNSC,107,4,130
HNSC,107,5,157
HNSC,107,6,125
HNSC,107,7,133
HNSC,107,8,130
HNSC,107,9,174
HNSC,108,0,196
HNSC,108,1,98
HNSC,108,2,75
HNSC,108,3,79
HNSC,108,4,180
HNSC,108,5,90
HNSC,108,6,133
HNSC,108,7,125
HNSC,108,8,80
HNSC,108,9,244
HNSC,109,0,103
HNSC,109,1,101
HNSC,109,2,185
HNSC,109,3,84
HNSC,109,4,38
HNSC,109,5,355
HNSC,109,6,63
HNSC,109,7,151
HNSC,109,8,96
HNSC,109,9,101
HNSC,110,0,179
HNSC,110,1,144
HNSC,110,2,202
HNSC,110,3,43
HNSC,110,4,294
HNSC,110,5,121
HNSC,110,6,622
HNSC,110,7,346
HNSC,110,8,386
HNSC,110,9,217
HNSC,111,0,72
HNSC,111,1,103
HNSC,111,2,134
HNSC,111,3,261
HNSC,111,4,34
HNSC,111,5,68
HNSC,111,6,113
HNSC,111,7,187
HNSC,111,8,175
HNSC,111,9,108
HNSC,112,0,155
HNSC,112,1,184
HNSC,112,2,321
HNSC,112,3,244
HNSC,112,4,165
HNSC,112,5,85
HNSC,112,6,134
HNSC,112,7,222
HNSC,112,8,35
HNSC,112,9,107
HNSC,113,0,169
HNSC,113,1,102
HNSC,113,2,55
HNSC,113,3,79
HNSC,113,4,300
HNSC,113,5,110
HNSC,113,6,136
HNSC,113,7,574
HNSC,113,8,1064
HNSC,113,9,163
HNSC,114,0,65
HNSC,114,1,94
HNSC,114,2,376
HNSC,114,3,191
HNSC,114,4,215
HNSC,114,5,173
HNSC,114,6,121
HNSC,114,7,111
HNSC,114,8,479
HNSC,114,9,112
HNSC,115,0,422
HNSC,115,1,817
HNSC,115,2,67
HNSC,115,3,74
HNSC,115,4,86
HNSC,115,5,188
HNSC,115,6,230
HNSC,115,7,84
HNSC,115,8,122
HNSC,115,9,566
HNSC,116,0,180
HNSC,116,1,210
HNSC,116,2,134
HNSC,116,3,264
HNSC,116,4,87
HNSC,116,5,89
HNSC,116,6,284
HNSC,116,7,61
HNSC,116,8,174
HNSC,116,9,327
HNSC,117,0,150
HNSC,117,1,70
HNSC,117,2,2595
HNSC,117,3,132
HNSC,117,4,107
HNSC,117,5,188
HNSC,117,6,116
HNSC,117,7,173
HNSC,117,8,429
HNSC,117,9,623
HNSC,118,0,123
HNSC,118,1,124
HNSC,118,2,268
HNSC,118,3,115
HNSC,118,4,579
HNSC,118,5,48
HNSC,118,6,95
HNSC,118,7,51
HNSC,118,8,456
HNSC,118,9,87
HNSC,119,0,213
HNSC,119,1,126
HNSC,119,2,214
HNSC,119,3,141
HNSC,119,4,106
HNSC,119,5,340
HNSC,119,6,116
HNSC,119,7,94
HNSC,119,8,184
HNSC,119,9,189
HNSC,120,0,86
HNSC,120,1,98
HNSC,120,2,179
HNSC,120,3,36
HNSC,120,4,201
HNSC,120,5,378
HNSC,120,6,1090
HNSC,120,7,201
HNSC,120,8,78
HNSC,120,9,123
HNSC,121,0,166
HNSC,121,1,255
HNSC,121,2,272
HNSC,121,3,138
HNSC,121,4,421
HNSC,121,5,198
HNSC,121,6,80
HNSC,121,7,168
HNSC,121,8,68
HNSC,121,9,122
HNSC,122,0,70
HNSC,122,1,65
HNSC,122,2,194
HNSC,122,3,53
HNSC,122,4,125
HNSC,122,5,106
HNSC,122,6,112
HNSC,122,7,173
HNSC,122,8,168
HNSC,122,9,175
HNSC,123,0,141
HNSC,123,1,103
HNSC,123,2,183
HNSC,123,3,354
HNSC,123,4,130
HNSC,123,5,62
HNSC,123,6,95
HNSC,123,7,106
HNSC,123,8,191
HNSC,123,9,261
HNSC,124,0,146
HNSC,124,1,164
HNSC,124,2,491
HNSC,124,3,277
HNSC,124,4,165
HNSC,124,5,191
HNSC,124,6,430
HNSC,124,7,132
HNSC,124,8,186
HNSC,124,9,212
HNSC,125,0,436
HNSC,125,1,88
HNSC,125,2,105
HNSC,125,3,164
HNSC,125,4,215
HNSC,125,5,392
HNSC,125,6,348
HNSC,125,7,301
HNSC,125,8,228
HNSC,125,9,94
HNSC,126,0,93
HNSC,126,1,135
HNSC,126,2,343
