Gene,p_ours,cutoff,n_high,direction,p_hpa,label
ENSG00000182544,0.0003994297042693597,31.82979965209961,109,1,0.0003994,potential prognostic - unfavorable
ENSG00000182545,0.13024273066921388,1.5460000038146973,100,1,0.1302,unprognostic - unfavorable
ENSG00000182551,0.0027713488312640132,61.49639892578125,62,1,0.002771,unprognostic - unfavorable
ENSG00000182552,0.19153650459564237,16.448999404907227,89,1,0.1915,unprognostic - unfavorable
ENSG00000182568,0.03547719284702811,5.989299774169922,112,1,0.03548,unprognostic - unfavorable
ENSG00000182575,0.1500696706421025,3.0037999153137207,73,-1,0.1501,unprognostic - favorable
ENSG00000182578,0.09778464437870424,44.59379959106445,98,1,0.09778,unprognostic - unfavorable
ENSG00000182580,0.1244546090752976,5.283699989318848,110,-1,0.1245,unprognostic - favorable
ENSG00000182600,0.1296819147260595,2.6956000328063965,68,-1,0.1297,unprognostic - favorable
ENSG00000182606,0.14683505098784666,30.41510009765625,28,-1,0.1552,unprognostic - favorable
ENSG00000182621,0.06704506498625845,14.810799598693848,35,-1,0.06705,unprognostic - favorable
ENSG00000182628,0.06475324995066481,54.042598724365234,96,-1,0.06475,unprognostic - favorable
ENSG00000182636,0.10503320461341024,9.413599967956543,88,1,0.105,unprognostic - unfavorable
ENSG00000182667,0.16489997726799482,31.706199645996094,62,-1,0.1649,unprognostic - favorable
ENSG00000182670,0.23252001322925206,10.726300239562988,71,-1,0.2325,unprognostic - favorable
ENSG00000182685,0.1953255978873618,4.681399822235107,79,1,0.1953,unprognostic - unfavorable
ENSG00000182700,0.3765416127052271,6.274099826812744,112,1,0.3765,unprognostic - unfavorable
ENSG00000182704,0.13728000157623205,13.627699851989746,99,1,0.1373,unprognostic - unfavorable
ENSG00000182712,0.2982356879725769,30.28619956970215,61,1,0.2982,unprognostic - unfavorable
ENSG00000182718,0.001885207232256657,319.66900634765625,99,1,0.001885,unprognostic - unfavorable
ENSG00000182732,0.044724757666689624,6.577700138092041,68,1,0.04472,unprognostic - unfavorable
ENSG00000182742,0.02240414452129906,1.031999945640564,73,1,0.0224,unprognostic - unfavorable
ENSG00000182749,0.34358332975023664,9.923399925231934,112,1,0.3436,unprognostic - unfavorable
ENSG00000182768,0.06277174275565976,155.8560028076172,95,1,0.06277,unprognostic - unfavorable
ENSG00000182771,0.18094263665437063,2.997499942779541,28,-1,0.2348,unprognostic - favorable
ENSG00000182774,0.062187754003732165,1662.2900390625,65,1,0.06219,unprognostic - unfavorable
ENSG00000182809,0.5104192798541203,206.3780059814453,85,1,0.5104,unprognostic - unfavorable
ENSG00000182810,0.21788244197005557,12.88640022277832,59,-1,0.2179,unprognostic - favorable
ENSG00000182827,0.328406767439073,25.449600219726562,48,-1,0.3284,unprognostic - favorable
ENSG00000182831,0.19690818952663472,26.066200256347656,51,-1,0.1969,unprognostic - favorable
ENSG00000182853,0.038242592982803955,11.110099792480469,58,1,0.03824,unprognostic - unfavorable
ENSG00000182858,0.20219907098273004,7.444799900054932,110,1,0.2022,unprognostic - unfavorable
