cohort,batch,i,minp_below_001
CESC,125,7,123
CESC,125,8,202
CESC,125,9,119
CESC,126,0,271
CESC,126,1,175
CESC,126,2,287
CESC,126,3,116
CESC,126,4,175
CESC,126,5,150
CESC,126,6,155
CESC,126,7,84
CESC,126,8,451
CESC,126,9,133
CESC,127,0,152
CESC,127,1,144
CESC,127,2,118
CESC,127,3,217
CESC,127,4,612
CESC,127,5,70
CESC,127,6,205
CESC,127,7,286
CESC,127,8,100
CESC,127,9,150
CESC,128,0,188
CESC,128,1,205
CESC,128,2,348
CESC,128,3,350
CESC,128,4,50
CESC,128,5,71
CESC,128,6,423
CESC,128,7,159
CESC,128,8,70
CESC,128,9,434
CESC,129,0,258
CESC,129,1,668
CESC,129,2,89
CESC,129,3,486
CESC,129,4,114
CESC,129,5,176
CESC,129,6,156
CESC,129,7,142
CESC,129,8,141
CESC,129,9,68
CESC,130,0,164
CESC,130,1,388
CESC,130,2,96
CESC,130,3,137
CESC,130,4,155
CESC,130,5,96
CESC,130,6,80
CESC,130,7,132
CESC,130,8,90
CESC,130,9,220
CESC,131,0,442
CESC,131,1,100
CESC,131,2,101
CESC,131,3,127
CESC,131,4,498
CESC,131,5,527
CESC,131,6,245
CESC,131,7,637
CESC,131,8,333
CESC,131,9,189
CESC,132,0,115
CESC,132,1,182
CESC,132,2,152
CESC,132,3,80
CESC,132,4,147
CESC,132,5,152
CESC,132,6,211
CESC,132,7,325
CESC,132,8,117
CESC,132,9,171
CESC,133,0,146
CESC,133,1,112
CESC,133,2,126
CESC,133,3,302
CESC,133,4,170
CESC,133,5,285
CESC,133,6,123
CESC,133,7,143
CESC,133,8,93
CESC,133,9,93
CESC,134,0,253
CESC,134,1,127
CESC,134,2,130
CESC,134,3,231
CESC,134,4,86
CESC,134,5,319
CESC,134,6,180
CESC,134,7,461
CESC,134,8,574
CESC,134,9,163
CESC,135,0,554
CESC,135,1,170
CESC,135,2,205
CESC,135,3,123
CESC,135,4,368
CESC,135,5,122
CESC,135,6,115
CESC,135,7,90
CESC,135,8,280
CESC,135,9,150
CESC,136,0,336
CESC,136,1,161
CESC,136,2,93
CESC,136,3,207
CESC,136,4,320
CESC,136,5,80
CESC,136,6,341
CESC,136,7,188
CESC,136,8,72
CESC,136,9,152
CESC,137,0,156
CESC,137,1,151
CESC,137,2,251
CESC,137,3,288
CESC,137,4,108
CESC,137,5,113
CESC,137,6,187
CESC,137,7,303
CESC,137,8,168
CESC,137,9,72
CESC,138,0,278
CESC,138,1,63
CESC,138,2,1145
CESC,138,3,174
CESC,138,4,235
CESC,138,5,232
CESC,138,6,153
CESC,138,7,231
CESC,138,8,170
