Gene,p_ours,cutoff,n_high,direction,p_hpa,label
ENSG00000102057,0.03486717006350844,1.1509000062942505,84.0,1.0,0.03445,unprognostic - unfavorable
ENSG00000102078,0.2735166798493015,5.215199947357178,85.0,-1.0,0.2777,unprognostic - favorable
ENSG00000102081,0.187439237842561,12.952500343322754,128.0,1.0,0.1907,unprognostic - unfavorable
ENSG00000102096,0.1148689837433556,8.091099739074707,133.0,-1.0,0.1183,unprognostic - favorable
ENSG00000102098,0.05848381511263091,0.3301999866962433,91.0,1.0,0.0579,unprognostic - unfavorable
ENSG00000102100,0.01584952587854017,49.878299713134766,71.0,-1.0,0.01636,unprognostic - favorable
ENSG00000102103,0.2054336583398688,100.41699981689453,37.0,1.0,0.1999,unprognostic - unfavorable
ENSG00000102109,0.07820824309381604,7.3003997802734375,115.0,1.0,0.07746,unprognostic - unfavorable
ENSG00000102119,0.11265283092114302,44.371498107910156,96.0,1.0,0.114,unprognostic - unfavorable
ENSG00000102125,0.014917959414079668,25.28190040588379,48.0,-1.0,0.01495,unprognostic - favorable
ENSG00000102144,0.33083927836606297,136.7239990234375,106.0,1.0,0.3277,unprognostic - unfavorable
ENSG00000102158,0.1473440553093668,49.697601318359375,61.0,-1.0,0.1499,unprognostic - favorable
ENSG00000102172,0.12486188780654243,63.94889831542969,139.0,-1.0,0.1277,unprognostic - favorable
ENSG00000102178,0.21980491047500836,24.4591007232666,117.0,1.0,0.2213,unprognostic - unfavorable
ENSG00000102181,0.15969166502046697,13.851499557495117,95.0,-1.0,0.1566,unprognostic - favorable
ENSG00000102189,0.18846171526481437,1.8076000213623047,103.0,1.0,0.1881,unprognostic - unfavorable
ENSG00000102218,0.2414281767682851,2.953399896621704,119.0,1.0,0.2373,unprognostic - unfavorable
ENSG00000102221,0.12436256257759536,4.020299911499023,106.0,1.0,0.1228,unprognostic - unfavorable
ENSG00000102225,0.04643365316294649,120.802001953125,114.0,1.0,0.04521,unprognostic - unfavorable
ENSG00000102226,0.07291110410681027,49.129600524902344,54.0,1.0,0.07198,unprognostic - unfavorable
ENSG00000102230,0.19445220654569983,1.785099983215332,53.0,-1.0,0.1983,unprognostic - favorable
ENSG00000102241,0.0461056585893152,46.5546989440918,107.0,-1.0,0.04583,unprognostic - favorable
ENSG00000102243,0.018789467863549188,9.667799949645996,46.0,1.0,0.01845,unprognostic - unfavorable
ENSG00000102265,0.2610089144849686,725.4550170898438,73.0,1.0,0.2605,unprognostic - unfavorable
ENSG00000102302,0.19656037818363384,4.140999794006348,139.0,-1.0,0.1981,unprognostic - favorable
ENSG00000102309,0.16729261601794584,31.413299560546875,91.0,1.0,0.1617,unprognostic - unfavorable
ENSG00000102312,0.05747488066103827,0.29019999504089355,137.0,1.0,0.05777,unprognostic - unfavorable
ENSG00000102316,0.05134281386171456,229.83900451660156,39.0,1.0,0.04985,unprognostic - unfavorable
ENSG00000102317,0.005815437470662047,114.78800201416016,82.0,-1.0,0.005729,unprognostic - favorable
ENSG00000102349,0.16544875367623954,1.145400047302246,65.0,1.0,0.1627,unprognostic - unfavorable
ENSG00000102359,0.3424344133163537,2.7960000038146973,103.0,1.0,0.3453,unprognostic - unfavorable
ENSG00000102362,0.11284749523895243,1.2031999826431274,73.0,1.0,0.1114,unprognostic - unfavorable
ENSG00000102384,0.2191444656596444,5.6381001472473145,47.0,-1.0,0.2186,unprognostic - favorable
ENSG00000102390,0.23873584315305826,48.690799713134766,86.0,-1.0,0.2456,unprognostic - favorable
ENSG00000102393,0.027597775553626618,32.27159881591797,54.0,-1.0,0.0285,unprognostic - favorable
ENSG00000102401,0.1281277580310265,41.847198486328125,36.0,-1.0,0.128,unprognostic - favorable
ENSG00000102409,0.4393488474216478,14.231800079345703,139.0,-1.0,0.4398,unprognostic - favorable
ENSG00000102445,0.1073888170921764,0.27810001373291016,139.0,1.0,0.1073,unprognostic - unfavorable
ENSG00000102452,0.1279389720581812,0.3813999891281128,55.0,1.0,0.1271,unprognostic - unfavorable
ENSG00000102471,0.026917665210760094,10.572999954223633,101.0,-1.0,0.0268,unprognostic - favorable
ENSG00000102524,0.015709315624296498,0.7124999761581421,129.0,1.0,0.01563,unprognostic - unfavorable
ENSG00000102531,0.11594221348786826,14.201899528503418,64.0,-1.0,0.1156,unprognostic - favorable
ENSG00000102543,0.03665207233862544,0.6324999928474426,128.0,1.0,0.03651,unprognostic - unfavorable
ENSG00000102547,0.03400843583804481,6.086299896240234,35.0,-1.0,0.07447,unprognostic - favorable
ENSG00000102554,0.259863519798669,56.84429931640625,47.0,1.0,0.2636,unprognostic - unfavorable
ENSG00000102572,0.11728227213570688,63.18439865112305,107.0,1.0,0.1162,unprognostic - unfavorable
ENSG00000102575,0.07293403213188933,61.3849983215332,64.0,1.0,0.07316,unprognostic - unfavorable
ENSG00000102580,0.04694387807298146,26.455400466918945,43.0,-1.0,0.0471,unprognostic - favorable
ENSG00000102595,0.2747095716748713,4.19379997253418,126.0,1.0,0.2762,unprognostic - unfavorable
ENSG00000102606,0.0753435915489497,19.502599716186523,53.0,1.0,0.07534,unprognostic - unfavorable
ENSG00000102678,0.10246416695747143,0.15549999475479126,123.0,-1.0,0.1044,unprognostic - favorable
ENSG00000102699,0.20969964712204955,16.562700271606445,75.0,-1.0,0.2088,unprognostic - favorable
ENSG00000102710,0.17277956594507143,31.827800750732422,40.0,-1.0,0.1758,unprognostic - favorable
ENSG00000102738,0.3369033234910978,12.89680004119873,84.0,1.0,0.3382,unprognostic - unfavorable
ENSG00000102743,0.04660139798908021,9.288399696350098,82.0,-1.0,0.04507,unprognostic - favorable
ENSG00000102753,0.16318913673973773,10.054300308227539,119.0,-1.0,0.1654,unprognostic - favorable
ENSG00000102755,0.006333872590984435,7.682499885559082,82.0,1.0,0.006252,unprognostic - unfavorable
ENSG00000102760,0.10051109874959543,24.814899444580078,66.0,1.0,0.09796,unprognostic - unfavorable
ENSG00000102763,0.014577581745463988,3.9400999546051025,87.0,-1.0,0.01453,unprognostic - favorable
ENSG00000102780,0.06050826418176317,1.1899000406265259,113.0,1.0,0.05997,unprognostic - unfavorable
ENSG00000102781,0.14330314177953746,0.7641000151634216,121.0,1.0,0.1422,unprognostic - unfavorable
ENSG00000102786,0.1251057521960856,5.630300045013428,118.0,1.0,0.1259,unprognostic - unfavorable
ENSG00000102796,0.0020433750981799547,10.070500373840332,47.0,1.0,0.001966,unprognostic - unfavorable
ENSG00000102802,0.1728108977817718,0.1826999932527542,107.0,1.0,0.1714,unprognostic - unfavorable
ENSG00000102804,0.0024949778694374762,65.83190155029297,121.0,-1.0,0.002627,unprognostic - favorable
ENSG00000102805,0.09105604466823866,9.920999526977539,121.0,1.0,0.09112,unprognostic - unfavorable
ENSG00000102837,0.051891997527029145,0.0478999987244606,110.0,1.0,0.05078,unprognostic - unfavorable
ENSG00000102854,0.07250739866459513,42.233699798583984,80.0,-1.0,0.07092,unprognostic - favorable
ENSG00000102858,0.01618197066605566,46.197601318359375,44.0,-1.0,0.0159,unprognostic - favorable
ENSG00000102870,0.010350168098018718,11.251099586486816,108.0,-1.0,0.01052,unprognostic - favorable
ENSG00000102871,0.06551930077754027,20.55470085144043,75.0,-1.0,0.0655,unprognostic - favorable
ENSG00000102878,0.17502356093816585,3.253999948501587,132.0,1.0,0.1748,unprognostic - unfavorable
ENSG00000102879,0.12228334459727075,34.01530075073242,72.0,-1.0,0.1204,unprognostic - favorable
ENSG00000102882,0.09551855369068356,22.341299057006836,136.0,-1.0,0.09829,unprognostic - favorable
ENSG00000102886,0.10825264786043665,7.130000114440918,36.0,-1.0,0.1062,unprognostic - favorable
ENSG00000102890,0.14339384733112562,3.453399896621704,138.0,-1.0,0.1436,unprognostic - favorable
ENSG00000102891,0.4123769399841347,0.0,34.0,-1.0,,
ENSG00000102893,0.00881886142957533,50.388301849365234,44.0,-1.0,0.008808,unprognostic - favorable
ENSG00000102897,6.197680672096893e-05,16.5310001373291,111.0,-1.0,6.578e-05,potential prognostic - favorable
ENSG00000102898,0.058407550443033966,111.57099914550781,134.0,1.0,0.05647,unprognostic - unfavorable
ENSG00000102900,0.12202148851463714,41.52920150756836,67.0,-1.0,0.1235,unprognostic - favorable
ENSG00000102901,0.06785522053403104,7.543000221252441,57.0,-1.0,0.06771,unprognostic - favorable
ENSG00000102904,0.06648386437218569,0.040300000458955765,117.0,1.0,0.03434,unprognostic - unfavorable
ENSG00000102908,0.009351417231277094,0.33809998631477356,71.0,1.0,0.009712,unprognostic - unfavorable
ENSG00000102910,0.10120686475084913,17.823699951171875,77.0,-1.0,0.1003,unprognostic - favorable
ENSG00000102921,0.021584800466981486,9.022700309753418,39.0,-1.0,0.02124,unprognostic - favorable
ENSG00000102924,0.47285534993603495,0.6065999865531921,39.0,1.0,0.4639,unprognostic - unfavorable
ENSG00000102931,0.32527382276383876,19.1919002532959,139.0,1.0,0.3201,unprognostic - unfavorable
ENSG00000102934,0.08210058206921847,63.800899505615234,63.0,-1.0,0.08574,unprognostic - favorable
ENSG00000102935,0.04782035400536455,0.2459000051021576,137.0,1.0,0.04696,unprognostic - unfavorable
ENSG00000102962,0.025911806419666842,0.9685999751091003,73.0,-1.0,0.02571,unprognostic - favorable
ENSG00000102967,0.018802357512231353,3.624500036239624,133.0,-1.0,0.01836,unprognostic - favorable
ENSG00000102970,0.165321647540126,0.1273999959230423,104.0,1.0,0.1628,unprognostic - unfavorable
ENSG00000102974,0.11798152945622023,15.460200309753418,68.0,-1.0,0.1185,unprognostic - favorable
ENSG00000102977,0.09120706693690044,9.887999534606934,110.0,-1.0,0.0919,unprognostic - favorable
ENSG00000102978,0.45243404296481926,44.3572998046875,100.0,-1.0,0.4569,unprognostic - favorable
ENSG00000102981,0.036495309178798466,7.251399993896484,77.0,-1.0,0.03632,unprognostic - favorable
ENSG00000102984,0.19494255879767633,0.09430000185966492,128.0,1.0,0.1524,unprognostic - unfavorable
ENSG00000102996,0.033333244430253504,52.11589813232422,44.0,-1.0,0.0345,unprognostic - favorable
ENSG00000103005,0.20461568059492627,42.58100128173828,85.0,1.0,0.2003,unprognostic - unfavorable
ENSG00000103018,0.2687263937223425,55.292598724365234,121.0,-1.0,0.2733,unprognostic - favorable
ENSG00000103021,0.03295132573717245,7.187399864196777,49.0,-1.0,0.0332,unprognostic - favorable
ENSG00000103023,0.09233939067366208,0.0,124.0,1.0,0.09267,unprognostic - unfavorable
ENSG00000103024,0.2817211972387475,25.149599075317383,101.0,-1.0,0.2788,unprognostic - favorable
ENSG00000103034,0.03977598332441815,0.5471000075340271,116.0,1.0,0.03954,unprognostic - unfavorable
ENSG00000103035,0.09442577092890968,89.07530212402344,70.0,-1.0,0.09454,unprognostic - favorable
ENSG00000103037,0.03172927094922274,24.454700469970703,78.0,-1.0,0.0316,unprognostic - favorable
ENSG00000103042,0.1177022011605553,12.014100074768066,85.0,-1.0,0.1173,unprognostic - favorable
ENSG00000103043,0.04158387779733836,45.737701416015625,53.0,-1.0,0.04159,unprognostic - favorable
ENSG00000103044,0.009158076559875215,11.162699699401855,126.0,-1.0,0.009659,unprognostic - favorable
ENSG00000103047,0.06431684223480573,1.5082999467849731,93.0,-1.0,0.06372,unprognostic - favorable
ENSG00000103051,0.057444300176612784,30.8981990814209,78.0,1.0,0.05641,unprognostic - unfavorable
